GO.ID	Term	Annotated	Significant	Expected	classic
GO:0046845	branched duct epithelial cell fate determination, open tracheal system	8	7	5.25	0.17879
GO:0090003	regulation of establishment of protein localization to plasma membrane	8	7	5.25	0.17879
GO:1903076	regulation of protein localization to plasma membrane	8	7	5.25	0.17879
GO:1904030	negative regulation of cyclin-dependent protein kinase activity	8	7	5.25	0.17879
GO:1904375	regulation of protein localization to cell periphery	8	7	5.25	0.17879
GO:1990542	mitochondrial transmembrane transport	8	7	5.25	0.17879
GO:0006403	RNA localization	120	84	78.78	0.18048
GO:0022610	biological adhesion	166	115	108.98	0.18093
GO:1903530	regulation of secretion by cell	48	35	31.51	0.18184
GO:0016573	histone acetylation	67	48	43.99	0.18247
GO:0030703	eggshell formation	67	48	43.99	0.18247
GO:0032940	secretion by cell	175	121	114.89	0.18319
GO:0001654	eye development	272	186	178.57	0.18363
GO:0006909	phagocytosis	181	125	118.83	0.18455
GO:0050808	synapse organization	181	125	118.83	0.18455
GO:0060249	anatomical structure homeostasis	95	67	62.37	0.18495
GO:0035239	tube morphogenesis	452	306	296.74	0.18499
GO:0008105	asymmetric protein localization	35	26	22.98	0.18508
GO:0031124	mRNA 3'-end processing	35	26	22.98	0.18508
GO:0035075	response to ecdysone	35	26	22.98	0.18508
GO:0036314	response to sterol	35	26	22.98	0.18508
GO:0048619	embryonic hindgut morphogenesis	35	26	22.98	0.18508
GO:1901654	response to ketone	35	26	22.98	0.18508
GO:0007424	open tracheal system development	187	129	122.77	0.18580
GO:0000912	assembly of actomyosin apparatus involved in cytokinesis	15	12	9.85	0.18611
GO:0006903	vesicle targeting	15	12	9.85	0.18611
GO:0007338	single fertilization	15	12	9.85	0.18611
GO:0009954	proximal/distal pattern formation	15	12	9.85	0.18611
GO:0030522	intracellular receptor signaling pathway	15	12	9.85	0.18611
GO:0036315	cellular response to sterol	15	12	9.85	0.18611
GO:0042177	negative regulation of protein catabolic process	15	12	9.85	0.18611
GO:0045727	positive regulation of translation	15	12	9.85	0.18611
GO:0048867	stem cell fate determination	15	12	9.85	0.18611
GO:0071390	cellular response to ecdysone	15	12	9.85	0.18611
GO:1901264	carbohydrate derivative transport	15	12	9.85	0.18611
GO:1901655	cellular response to ketone	15	12	9.85	0.18611
GO:1903036	positive regulation of response to wounding	15	12	9.85	0.18611
GO:1903051	negative regulation of proteolysis involved in cellular protein catabolic process	15	12	9.85	0.18611
GO:1903363	negative regulation of cellular protein catabolic process	15	12	9.85	0.18611
GO:0007389	pattern specification process	380	258	249.47	0.18647
GO:0019730	antimicrobial humoral response	101	71	66.31	0.18873
GO:0045927	positive regulation of growth	104	73	68.28	0.19047
GO:0006900	membrane budding	25	19	16.41	0.19081
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	25	19	16.41	0.19081
GO:0010965	regulation of mitotic sister chromatid separation	25	19	16.41	0.19081
GO:0030334	regulation of cell migration	25	19	16.41	0.19081
GO:0033045	regulation of sister chromatid segregation	25	19	16.41	0.19081
GO:0033047	regulation of mitotic sister chromatid segregation	25	19	16.41	0.19081
GO:0044784	metaphase/anaphase transition of cell cycle	25	19	16.41	0.19081
GO:0055076	transition metal ion homeostasis	25	19	16.41	0.19081
GO:2000145	regulation of cell motility	25	19	16.41	0.19081
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	223	153	146.4	0.19145
GO:0000398	mRNA splicing, via spliceosome	223	153	146.4	0.19145
GO:0031109	microtubule polymerization or depolymerization	38	28	24.95	0.19221
GO:0050807	regulation of synapse organization	110	77	72.22	0.19367
GO:0043543	protein acylation	79	56	51.86	0.19402
GO:0048749	compound eye development	259	177	170.04	0.19475
GO:0007306	eggshell chorion assembly	57	41	37.42	0.19534
GO:0009896	positive regulation of catabolic process	57	41	37.42	0.19534
GO:0007093	mitotic cell cycle checkpoint	82	58	53.83	0.19645
GO:0010033	response to organic substance	319	217	209.43	0.19699
GO:0030705	cytoskeleton-dependent intracellular transport	41	30	26.92	0.19853
GO:0010975	regulation of neuron projection development	60	43	39.39	0.19911
GO:0009416	response to light stimulus	88	62	57.77	0.20086
GO:0042327	positive regulation of phosphorylation	88	62	57.77	0.20086
GO:0002807	positive regulation of antimicrobial peptide biosynthetic process	28	21	18.38	0.20111
GO:0007416	synapse assembly	131	91	86	0.20257
GO:0007612	learning	63	45	41.36	0.20257
GO:0070848	response to growth factor	63	45	41.36	0.20257
GO:0006790	sulfur compound metabolic process	91	64	59.74	0.20287
GO:0002440	production of molecular mediator of immune response	44	32	28.89	0.20417
GO:0002775	antimicrobial peptide production	44	32	28.89	0.20417
GO:0044801	single-organism membrane fusion	44	32	28.89	0.20417
GO:0006378	mRNA polyadenylation	18	14	11.82	0.20419
GO:0009063	cellular amino acid catabolic process	18	14	11.82	0.20419
GO:0010976	positive regulation of neuron projection development	18	14	11.82	0.20419
GO:0046621	negative regulation of organ growth	18	14	11.82	0.20419
GO:2000331	regulation of terminal button organization	18	14	11.82	0.20419
GO:0007095	mitotic G2 DNA damage checkpoint	66	47	43.33	0.20577
GO:0031572	G2 DNA damage checkpoint	66	47	43.33	0.20577
GO:0044818	mitotic G2/M transition checkpoint	66	47	43.33	0.20577
GO:0060560	developmental growth involved in morphogenesis	66	47	43.33	0.20577
GO:0010259	multicellular organismal aging	146	101	95.85	0.20724
GO:0007568	aging	149	103	97.82	0.20804
GO:0050801	ion homeostasis	69	49	45.3	0.20873
GO:0048284	organelle fusion	47	34	30.86	0.20924
GO:0007443	Malpighian tubule morphogenesis	31	23	20.35	0.20990
GO:0032869	cellular response to insulin stimulus	31	23	20.35	0.20990
GO:0061333	renal tubule morphogenesis	31	23	20.35	0.20990
GO:0071375	cellular response to peptide hormone stimulus	31	23	20.35	0.20990
GO:1901607	alpha-amino acid biosynthetic process	31	23	20.35	0.20990
GO:1901653	cellular response to peptide	31	23	20.35	0.20990
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	72	51	47.27	0.21146
GO:0007155	cell adhesion	164	113	107.67	0.21150
GO:0031023	microtubule organizing center organization	109	76	71.56	0.21264
GO:0051124	synaptic growth at neuromuscular junction	109	76	71.56	0.21264
GO:0003156	regulation of organ formation	11	9	7.22	0.21276
GO:0006964	positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative b...	11	9	7.22	0.21276
GO:0007032	endosome organization	11	9	7.22	0.21276
GO:0007449	proximal/distal pattern formation, imaginal disc	11	9	7.22	0.21276
GO:0009799	specification of symmetry	11	9	7.22	0.21276
GO:0009855	determination of bilateral symmetry	11	9	7.22	0.21276
GO:0014009	glial cell proliferation	11	9	7.22	0.21276
GO:0030004	cellular monovalent inorganic cation homeostasis	11	9	7.22	0.21276
GO:0030641	regulation of cellular pH	11	9	7.22	0.21276
GO:0031060	regulation of histone methylation	11	9	7.22	0.21276
GO:0033500	carbohydrate homeostasis	11	9	7.22	0.21276
GO:0034620	cellular response to unfolded protein	11	9	7.22	0.21276
GO:0035293	chitin-based larval cuticle pattern formation	11	9	7.22	0.21276
GO:0042147	retrograde transport, endosome to Golgi	11	9	7.22	0.21276
GO:0043146	spindle stabilization	11	9	7.22	0.21276
GO:0045839	negative regulation of mitotic nuclear division	11	9	7.22	0.21276
GO:0048139	female germ-line cyst encapsulation	11	9	7.22	0.21276
GO:0050953	sensory perception of light stimulus	11	9	7.22	0.21276
GO:0051985	negative regulation of chromosome segregation	11	9	7.22	0.21276
GO:1900073	regulation of neuromuscular synaptic transmission	11	9	7.22	0.21276
GO:0009892	negative regulation of metabolic process	461	311	302.65	0.21323
GO:0008654	phospholipid biosynthetic process	50	36	32.83	0.21380
GO:0071417	cellular response to organonitrogen compound	50	36	32.83	0.21380
GO:0015931	nucleobase-containing compound transport	75	53	49.24	0.21400
GO:0060541	respiratory system development	194	133	127.36	0.21626
GO:0050830	defense response to Gram-positive bacterium	34	25	22.32	0.21747
GO:0002803	positive regulation of antibacterial peptide production	21	16	13.79	0.21837
GO:0006963	positive regulation of antibacterial peptide biosynthetic process	21	16	13.79	0.21837
GO:0010950	positive regulation of endopeptidase activity	21	16	13.79	0.21837
GO:0022407	regulation of cell-cell adhesion	21	16	13.79	0.21837
GO:0030071	regulation of mitotic metaphase/anaphase transition	21	16	13.79	0.21837
GO:0030203	glycosaminoglycan metabolic process	21	16	13.79	0.21837
GO:0046580	negative regulation of Ras protein signal transduction	21	16	13.79	0.21837
GO:0046777	protein autophosphorylation	21	16	13.79	0.21837
GO:0051058	negative regulation of small GTPase mediated signal transduction	21	16	13.79	0.21837
GO:0072507	divalent inorganic cation homeostasis	21	16	13.79	0.21837
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	21	16	13.79	0.21837
GO:1903034	regulation of response to wounding	21	16	13.79	0.21837
GO:2001056	positive regulation of cysteine-type endopeptidase activity	21	16	13.79	0.21837
GO:0000165	MAPK cascade	124	86	81.41	0.21854
GO:0023014	signal transduction by protein phosphorylation	124	86	81.41	0.21854
GO:0044839	cell cycle G2/M phase transition	84	59	55.15	0.22060
GO:0045664	regulation of neuron differentiation	87	61	57.12	0.22250
GO:0048639	positive regulation of developmental growth	87	61	57.12	0.22250
GO:0045185	maintenance of protein location	37	27	24.29	0.22406
GO:0051304	chromosome separation	37	27	24.29	0.22406
GO:0070838	divalent metal ion transport	37	27	24.29	0.22406
GO:0072511	divalent inorganic cation transport	37	27	24.29	0.22406
GO:0008306	associative learning	59	42	38.73	0.22509
GO:0051236	establishment of RNA localization	62	44	40.7	0.22821
GO:0071363	cellular response to growth factor stimulus	62	44	40.7	0.22821
GO:0071824	protein-DNA complex subunit organization	62	44	40.7	0.22821
GO:0006661	phosphatidylinositol biosynthetic process	24	18	15.76	0.22981
GO:0007379	segment specification	24	18	15.76	0.22981
GO:0007526	larval somatic muscle development	24	18	15.76	0.22981
GO:1900426	positive regulation of defense response to bacterium	24	18	15.76	0.22981
GO:0008587	imaginal disc-derived wing margin morphogenesis	40	29	26.26	0.22983
GO:0030865	cortical cytoskeleton organization	40	29	26.26	0.22983
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity	40	29	26.26	0.22983
GO:0097479	synaptic vesicle localization	102	71	66.96	0.23033
GO:0097485	neuron projection guidance	190	130	124.74	0.23137
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	68	48	44.64	0.23368
GO:1902750	negative regulation of cell cycle G2/M phase transition	68	48	44.64	0.23368
GO:0048871	multicellular organismal homeostasis	43	31	28.23	0.23492
GO:0000915	actomyosin contractile ring assembly	14	11	9.19	0.23561
GO:0002832	negative regulation of response to biotic stimulus	14	11	9.19	0.23561
GO:0007400	neuroblast fate determination	14	11	9.19	0.23561
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	14	11	9.19	0.23561
GO:0035966	response to topologically incorrect protein	14	11	9.19	0.23561
GO:0043967	histone H4 acetylation	14	11	9.19	0.23561
GO:0044837	actomyosin contractile ring organization	14	11	9.19	0.23561
GO:0046622	positive regulation of organ growth	14	11	9.19	0.23561
GO:0048056	R3/R4 cell differentiation	14	11	9.19	0.23561
GO:0051438	regulation of ubiquitin-protein transferase activity	14	11	9.19	0.23561
GO:0070252	actin-mediated cell contraction	14	11	9.19	0.23561
GO:0098781	ncRNA transcription	14	11	9.19	0.23561
GO:1901799	negative regulation of proteasomal protein catabolic process	14	11	9.19	0.23561
GO:0007602	phototransduction	27	20	17.73	0.23922
GO:0032506	cytokinetic process	27	20	17.73	0.23922
GO:0045214	sarcomere organization	27	20	17.73	0.23922
GO:0051051	negative regulation of transport	27	20	17.73	0.23922
GO:0072330	monocarboxylic acid biosynthetic process	27	20	17.73	0.23922
GO:0002164	larval development	129	89	84.69	0.23937
GO:0006470	protein dephosphorylation	80	56	52.52	0.24226
GO:0009605	response to external stimulus	713	477	468.09	0.24239
GO:0007166	cell surface receptor signaling pathway	467	314	306.59	0.24351
GO:0006457	protein folding	83	58	54.49	0.24401
GO:0001112	DNA-templated transcriptional open complex formation	7	6	4.6	0.24494
GO:0001113	transcriptional open complex formation at RNA polymerase II promoter	7	6	4.6	0.24494
GO:0001120	protein-DNA complex remodeling	7	6	4.6	0.24494
GO:0003381	epithelial cell morphogenesis involved in gastrulation	7	6	4.6	0.24494
GO:0003384	apical constriction involved in gastrulation	7	6	4.6	0.24494
GO:0006359	regulation of transcription from RNA polymerase III promoter	7	6	4.6	0.24494
GO:0007458	progression of morphogenetic furrow involved in compound eye morphogenesis	7	6	4.6	0.24494
GO:0008054	negative regulation of cyclin-dependent protein serine/threonine kinase by cyclin degradation	7	6	4.6	0.24494
GO:0010592	positive regulation of lamellipodium assembly	7	6	4.6	0.24494
GO:0015936	coenzyme A metabolic process	7	6	4.6	0.24494
GO:0017157	regulation of exocytosis	7	6	4.6	0.24494
GO:0021953	central nervous system neuron differentiation	7	6	4.6	0.24494
GO:0021954	central nervous system neuron development	7	6	4.6	0.24494
GO:0030204	chondroitin sulfate metabolic process	7	6	4.6	0.24494
GO:0030206	chondroitin sulfate biosynthetic process	7	6	4.6	0.24494
GO:0034367	macromolecular complex remodeling	7	6	4.6	0.24494
GO:0035058	nonmotile primary cilium assembly	7	6	4.6	0.24494
GO:0035090	maintenance of apical/basal cell polarity	7	6	4.6	0.24494
GO:0035154	terminal cell fate specification, open tracheal system	7	6	4.6	0.24494
GO:0035161	imaginal disc lineage restriction	7	6	4.6	0.24494
GO:0035221	genital disc pattern formation	7	6	4.6	0.24494
GO:0035224	genital disc anterior/posterior pattern formation	7	6	4.6	0.24494
GO:0035567	non-canonical Wnt signaling pathway	7	6	4.6	0.24494
GO:0040015	negative regulation of multicellular organism growth	7	6	4.6	0.24494
GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	7	6	4.6	0.24494
GO:0042743	hydrogen peroxide metabolic process	7	6	4.6	0.24494
GO:0042744	hydrogen peroxide catabolic process	7	6	4.6	0.24494
GO:0042996	regulation of Golgi to plasma membrane protein transport	7	6	4.6	0.24494
GO:0044091	membrane biogenesis	7	6	4.6	0.24494
GO:0045116	protein neddylation	7	6	4.6	0.24494
GO:0045313	rhabdomere membrane biogenesis	7	6	4.6	0.24494
GO:0046664	dorsal closure, amnioserosa morphology change	7	6	4.6	0.24494
GO:0048567	ectodermal digestive tract morphogenesis	7	6	4.6	0.24494
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	7	6	4.6	0.24494
GO:0050654	chondroitin sulfate proteoglycan metabolic process	7	6	4.6	0.24494
GO:0050792	regulation of viral process	7	6	4.6	0.24494
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	7	6	4.6	0.24494
GO:0060326	cell chemotaxis	7	6	4.6	0.24494
GO:0061318	renal filtration cell differentiation	7	6	4.6	0.24494
GO:0061319	nephrocyte differentiation	7	6	4.6	0.24494
GO:0061320	pericardial nephrocyte differentiation	7	6	4.6	0.24494
GO:0072697	protein localization to cell cortex	7	6	4.6	0.24494
GO:1902745	positive regulation of lamellipodium organization	7	6	4.6	0.24494
GO:1902882	regulation of response to oxidative stress	7	6	4.6	0.24494
GO:1903531	negative regulation of secretion by cell	7	6	4.6	0.24494
GO:1903900	regulation of viral life cycle	7	6	4.6	0.24494
GO:0007431	salivary gland development	86	60	56.46	0.24563
GO:0035272	exocrine system development	86	60	56.46	0.24563
GO:0031145	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	30	22	19.7	0.24709
GO:0055082	cellular chemical homeostasis	52	37	34.14	0.24709
GO:0001738	morphogenesis of a polarized epithelium	89	62	58.43	0.24714
GO:0006935	chemotaxis	198	135	129.99	0.24796
GO:0006379	mRNA cleavage	17	13	11.16	0.25212
GO:0007016	cytoskeletal anchoring at plasma membrane	17	13	11.16	0.25212
GO:0007062	sister chromatid cohesion	17	13	11.16	0.25212
GO:0007530	sex determination	17	13	11.16	0.25212
GO:0014017	neuroblast fate commitment	17	13	11.16	0.25212
GO:0035210	prepupal development	17	13	11.16	0.25212
GO:0046330	positive regulation of JNK cascade	17	13	11.16	0.25212
